PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel,isOutlier,outlierReasons,isUnlikelyGameEvent,unlikelyGameEventReasons,Forward Move,Forward Move WIN Score,Pelvis Total Rotation Range,Pelvis Total Rotation Range WIN Score,Upper Torso Total Rotation Range,Upper Torso Total Rotation Range WIN Score,Negative Move,Negative Move WIN Score,Pelvis Direction at Contact,Pelvis Direction at Contact WIN Score,Max Hip-Shoulder Separation,Max Hip-Shoulder Separation WIN Score,Pelvis Load,Pelvis Load WIN Score,Stride Length,Stride Length WIN Score,Upper Torso Direction at Contact,Upper Torso Direction at Contact WIN Score,Upper Torso Load,Upper Torso Load WIN Score,Hip-Shoulder Separation at Foot Down,Hip-Shoulder Separation at Foot Down WIN Score,Hip-Shoulder Separation at Contact,Hip-Shoulder Separation at Contact WIN Score,SideBendAtFootDown,SideBendAtFootDown WIN Score,ForwardBendAtFootDown,ForwardBendAtFootDown WIN Score,SideBendAtContact,SideBendAtContact WIN Score,ForwardBendAtContact,ForwardBendAtContact WIN Score,TrunkAxisTiltAtFootDown,TrunkAxisTiltAtFootDown WIN Score,TrunkAxisTiltAtContact,TrunkAxisTiltAtContact WIN Score,PelvisMaxAngularVelocity,PelvisMaxAngularVelocity WIN Score,ShoulderMaxAngularVelocity,ShoulderMaxAngularVelocity WIN Score,ArmMaxAngularVelocity,ArmMaxAngularVelocity WIN Score,CenterOfMassDistributionAtNegativeMove,CenterOfMassDistributionAtNegativeMove WIN Score,CenterOfMassDistributionAtFootDown,CenterOfMassDistributionAtFootDown WIN Score,MaxCenterOfMassDistribution,MaxCenterOfMassDistribution WIN Score
14,2026-09-15,15:51:33,4,3,"Madsen, Noah",YAK:MA:NO:9e782613-0d72:0452886,Right,YAK:NKUHOM:9e782613-0d72:0744411,"Marushi, Brady",YAK:MA:BR:9e782613-0d72:0325650,Right,YAK:THOMAS:9e782613-0d72:0936209,Stretch,1,Top,2,0,2,Curveball,Curveball,BallCalled,,,,0,0,,76.52,1.24,0.72,2071.94,43.51,7:30,5.89,1.57,6.0,-61.43,-11.37,-14.61,1.94,1.03,68.7,-10.27,-2.04,,,,,,,,,,,,,8.33,-6.75,-1.62,50.0,5.96,-1.02,-111.15,0.82,9.71,25.74,-40.04,YAK:NKUHOM:9e782613-0d72:0744411,YAK:THOMAS:9e782613-0d72:0936209,,,,b8025265-b0e8-4bba-9e12-d05e1860d054,7e61d0a5-686b-de08-4c1c-89dc4d520cb9,76.66,5.87,1.56,1.44,0.76,68.76,1.95,1.03,-10.08,-2.0,0.51,-14.95,-15.27,-31.59,79.11,1764.82,-1085.51,85.18,0.62,-0.52,0.59,,,,,,,,,,,,,,,,,1.0,,,,medium,high,18.8,-3.81,54.5,"Turner, Tyler",YAK:TU:TY:9e782613-0d72:0703730,YAK:NKUHOM:9e782613-0d72:0744411,2022-11,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2026-09-15,15:51:53,4,4,"Madsen, Noah",YAK:MA:NO:9e782613-0d72:0452886,Right,YAK:NKUHOM:9e782613-0d72:0744411,"Marushi, Brady",YAK:MA:BR:9e782613-0d72:0325650,Right,YAK:THOMAS:9e782613-0d72:0936209,Stretch,1,Top,2,1,2,Cutter,Fastball,StrikeSwinging,,,StrikeoutSwinging,1,0,,86.66,-2.41,-3.73,2212.77,201.49,12:45,6.32,1.93,6.0,-30.18,8.85,0.06,1.54,-1.57,77.67,-8.04,-3.72,,,,,,,,,,,,,-1.41,5.75,-1.64,50.0,6.12,8.19,-125.59,-6.18,-2.11,31.5,-23.55,YAK:NKUHOM:9e782613-0d72:0744411,YAK:THOMAS:9e782613-0d72:0936209,,,,b8025265-b0e8-4bba-9e12-d05e1860d054,8ecf8b72-84e5-b33d-e238-c24f0f2aaee0,86.92,6.32,1.93,-2.37,-3.78,77.87,1.54,-1.58,-7.98,-3.76,0.45,0.47,7.01,-76.03,41.13,534.04,-2147.35,24.13,-0.22,-0.97,-0.09,,,,,,,,,,,,,,,,,0.99,,,,medium,high,52.98,-79.0,54.5,"Turner, Tyler",YAK:TU:TY:9e782613-0d72:0703730,YAK:NKUHOM:9e782613-0d72:0744411,2022-11,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2026-09-15,15:52:30,,,,,,,,,,,,,,,,,,Fastball,,,,,,,,82.89,-0.99,2.28,2275.3,150.35,11:00,6.22,-1.78,6.0,-23.94,18.46,-8.09,3.29,-0.31,74.06,-5.49,0.76,,,,,,,,,,,,,5.27,10.51,1.61,50.0,6.13,-4.57,-120.39,-2.76,7.28,28.47,-17.67,,,,,,,9257c4f0-fa34-bb0f-33d3-52ae6d5d3e5a,83.15,6.22,-1.79,-1.01,2.35,74.27,3.29,-0.31,-5.49,0.83,0.47,-8.73,17.09,40.02,81.65,1742.57,1463.02,76.59,-0.67,0.64,0.38,,,,,,,,,,,,,,,,,1.0,,,,medium,high,16.52,-11.67,54.5,,,,2022-11,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2026-09-15,15:52:44,,,,,,,,,,,,,,,,,,Changeup,,,,,,,,75.48,0.58,3.1,1571.57,129.49,10:15,5.55,-2.53,6.0,-36.38,14.82,-13.61,3.07,-0.75,67.47,-6.25,0.54,,,,,,,,,,,,,8.61,7.94,2.29,50.0,5.58,-5.59,-109.57,0.18,9.84,23.64,-23.1,,,,,,,e42e0260-c70c-f965-7b0a-5e1d8da9c953,75.71,5.55,-2.54,0.6,3.2,67.65,3.07,-0.74,-6.21,0.64,0.51,-14.53,12.73,28.94,63.13,1375.26,760.58,87.51,-0.56,0.48,0.68,,,,,,,,,,,,,,,,,0.84,,,,medium,high,33.18,-14.88,54.5,,,,2022-11,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2026-09-15,15:52:57,,,,,,,,,,,,,,,,,,Cutter,,,,,,,,79.19,-1.48,2.44,2396.36,203.0,12:45,5.66,-2.04,6.0,-39.82,6.8,3.4,0.95,0.54,71.13,-8.92,3.08,,,,,,,,,,,,,-0.97,4.29,1.84,50.0,5.53,-4.99,-114.97,-4.05,-1.21,26.63,-26.79,,,,,,,d86d595c-1c86-0d66-db41-7e7ff09b4f57,79.43,5.66,-2.04,-1.41,2.48,71.31,0.96,0.54,-8.83,3.11,0.49,2.99,4.3,82.48,48.21,313.59,2375.75,13.09,-0.12,0.99,-0.05,,,,,,,,,,,,,,,,,1.0,,,,medium,high,46.61,33.26,54.5,,,,2022-11,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2026-09-15,15:53:10,,,,,,,,,,,,,,,,,,Curveball,,,,,,,,74.87,-1.34,1.72,2372.72,322.35,4:45,5.73,-1.81,6.0,-58.79,-6.37,10.35,-0.43,0.66,67.62,-12.26,3.68,,,,,,,,,,,,,-5.03,-2.99,1.67,50,5.59,-3.53,-108.7,-4.03,-5.6,24.98,-35.5,,,,,,,bd66fb07-d0d3-c46c-580a-d05c7f2ee165,75.02,5.72,-1.82,-1.18,1.74,67.72,-0.41,0.66,-12.07,3.69,0.52,10.16,-10.06,58.78,,1229.83,2029.12,51.83,0.41,0.86,-0.32,,,,,,,,,,,,,,,,,1,,,,medium,high,,,54.5,,,,2022-11,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2026-09-15,15:53:27,,,,,,,,,,,,,,,,,,Changeup,,,,,,,,77.02,-0.44,3.35,1599.46,129.06,10:15,5.39,-2.29,6.0,-34.42,14.75,-13.7,2.11,-0.29,68.97,-6.89,0.77,,,,,,,,,,,,,8.74,8.27,2.04,50.0,5.33,-6.17,-111.78,-1.75,10.4,24.47,-22.33,,,,,,,7dc52f19-04a4-55f3-dc55-419f5180728f,77.25,5.38,-2.3,-0.42,3.44,69.15,2.11,-0.28,-6.85,0.86,0.5,-14.61,12.8,27.95,37.1,1412.92,749.62,88.34,-0.56,0.47,0.69,,,,,,,,,,,,,,,,,1.0,,,,medium,high,56.61,-30.55,54.5,,,,2022-11,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2026-09-15,15:53:39,,,,,,,,,,,,,,,,,,Slider,,,,,,,,76.54,1.38,1.0,2383.73,287.92,3:30,5.41,-1.73,6.0,-48.79,1.12,8.75,2.65,-0.07,68.46,-7.78,2.65,,,,,,,,,,,,,-4.44,0.09,1.65,50.0,5.5,-2.17,-111.2,1.42,-5.2,25.24,-32.06,,,,,,,176892f4-447c-9ba9-1fbc-fb77efa3f12b,76.75,5.4,-1.74,1.5,1.02,68.62,2.66,-0.07,-7.64,2.67,0.51,8.54,-1.96,71.19,,768.56,2256.43,32.24,0.1,0.95,-0.31,,,,,,,,,,,,,,,,,1,,,,medium,high,,,54.5,,,,2022-11,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2026-09-15,15:53:51,,,,,,,,,,,,,,,,,,Fastball,,,,,,,,82.34,1.6,2.49,2159.38,156.51,11:15,6.57,-2.0,6.0,-24.6,18.48,-6.58,6.02,-0.21,73.16,-3.04,1.25,,,,,,,,,,,,,4.53,9.58,1.81,50.0,6.68,-5.01,-119.54,2.65,6.15,28.53,-19.17,,,,,,,660536d8-893b-5784-6662-992d67b14278,82.61,6.57,-2.0,1.58,2.55,73.38,6.02,-0.21,-3.04,1.31,0.47,-7.16,16.98,42.68,59.01,1587.5,1463.81,73.52,-0.67,0.68,0.29,,,,,,,,,,,,,,,,,0.99,,,,medium,high,36.89,28.07,54.5,,,,2022-11,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2026-09-15,15:54:20,1,1,"Wichmann, Aaron",YAK:WI:AA:9e782613-0d72:0945527,Left,YAK:THOMAS:9e782613-0d72:0936209,"Ross, Jamir",YAK:RO:JA:9e782613-0d72:0618014,Right,YAK:NKUHOM:9e782613-0d72:0744411,Windup,1,Bottom,0,0,0,Curveball,Curveball,BallCalled,,,,0,0,,72.93,0.7,0.1,2498.36,314.68,4:30,5.23,-1.6,6.0,-62.23,-7.15,12.68,0.71,-0.46,65.66,-10.93,2.49,,,,,,,,,,,,,-6.95,-4.21,1.59,50.0,5.25,-0.49,-105.96,-0.24,-7.37,23.38,-36.64,YAK:NKUHOM:9e782613-0d72:0744411,YAK:THOMAS:9e782613-0d72:0936209,,,,b8025265-b0e8-4bba-9e12-d05e1860d054,6d2d7e2a-e8e3-68aa-ce41-aa8b91a52377,73.08,5.22,-1.6,0.89,0.1,65.74,0.72,-0.46,-10.74,2.5,0.53,12.6,-11.2,53.07,49.47,1501.26,1997.0,60.09,0.42,0.8,-0.43,,,,,,,,,,,,,,,,,0.99,,,,medium,high,45.48,-12.92,54.5,"Marushi, Brady",YAK:MA:BR:9e782613-0d72:0325650,YAK:THOMAS:9e782613-0d72:0936209,2022-11,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2026-09-15,15:54:34,1,2,"Wichmann, Aaron",YAK:WI:AA:9e782613-0d72:0945527,Left,YAK:THOMAS:9e782613-0d72:0936209,"Ross, Jamir",YAK:RO:JA:9e782613-0d72:0618014,Right,YAK:NKUHOM:9e782613-0d72:0744411,Windup,1,Bottom,0,1,0,Fastball,Fastball,InPlay,,LineDrive,Triple,0,0,,86.03,-1.3,2.26,2392.53,154.96,11:15,6.0,-2.14,6.0,-22.24,17.13,-5.71,2.93,-0.5,76.85,-5.47,1.18,,100.12,28.83,-0.81,2713.7,59.79,,,386.15,,4.56,5.45,3.96,9.89,1.97,50.0,5.88,-4.76,-124.95,-3.48,5.88,30.72,-17.48,YAK:NKUHOM:9e782613-0d72:0744411,YAK:THOMAS:9e782613-0d72:0936209,,,,b8025265-b0e8-4bba-9e12-d05e1860d054,be357288-8f32-180b-393e-d956c4980a86,86.3,6.0,-2.15,-1.31,2.31,77.07,2.93,-0.5,-5.47,1.24,0.45,-6.25,15.84,47.89,72.02,1604.3,1774.94,67.05,-0.61,0.74,0.28,-1.24,87.7,48.27,0.49,0.94,2.72,30.68,384.93,34.76,62.3,1.65,0.97,0.07,-0.25,,,0.97,,1.0,58.48,medium,high,25.18,-15.85,54.5,"Marushi, Brady",YAK:MA:BR:9e782613-0d72:0325650,YAK:THOMAS:9e782613-0d72:0936209,2022-11,FALSE,,FALSE,,0.96,5,76.54,2,112.45,4,-0.16,5,-18.04,5,27.62,5,6.54,3,0.59,5,-4.67,5,5.21,4,27.01,3,13.73,3,18,,0.1,,9.8,,-11.4,,18,,15.1,,655.64,,921.85,,1105.37,,31.7,,39.5,,48.9,
18,2026-09-15,15:55:23,2,1,"Wichmann, Aaron",YAK:WI:AA:9e782613-0d72:0945527,Left,YAK:THOMAS:9e782613-0d72:0936209,"Cornelli, Edoardo",YAK:CO:ED:9e782613-0d72:0063112,Left,YAK:NKUHOM:9e782613-0d72:0744411,Stretch,1,Bottom,0,0,0,Fastball,Fastball,Foul,,,,0,0,,84.96,-1.3,3.32,2374.95,153.93,11:15,5.98,-1.85,6.0,-21.33,19.08,-7.03,2.98,0.68,75.89,-5.3,2.0,,,,,,,,,,,,,5.05,10.96,1.6,50.0,5.87,-6.94,-123.28,-3.42,7.32,29.74,-16.31,YAK:NKUHOM:9e782613-0d72:0744411,YAK:THOMAS:9e782613-0d72:0936209,,,,b8025265-b0e8-4bba-9e12-d05e1860d054,d233be10-a01b-59af-3e67-5fdc3214d4f4,85.22,5.98,-1.86,-1.32,3.38,76.1,2.98,0.68,-5.31,2.05,0.46,-7.59,17.87,41.05,78.74,1791.09,1559.62,75.42,-0.68,0.66,0.33,,,,,,,,,,,,,,,,,0.99,,,,medium,high,19.13,23.65,54.5,"Marushi, Brady",YAK:MA:BR:9e782613-0d72:0325650,YAK:THOMAS:9e782613-0d72:0936209,2022-11,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2026-09-15,15:55:42,2,2,"Wichmann, Aaron",YAK:WI:AA:9e782613-0d72:0945527,Left,YAK:THOMAS:9e782613-0d72:0936209,"Cornelli, Edoardo",YAK:CO:ED:9e782613-0d72:0063112,Left,YAK:NKUHOM:9e782613-0d72:0744411,Stretch,1,Bottom,0,0,1,Cutter,Cutter,InPlay,,GroundBall,Out,1,0,,81.97,-0.93,3.17,2591.43,206.31,1:00,5.44,-2.14,6.0,-38.21,5.36,2.58,1.38,1.05,73.45,-8.08,3.65,,34.14,44.56,-4.56,2994.42,,,,68.22,,-9.88,2.03,-0.24,3.3,1.89,50.0,5.35,-6.65,-118.94,-3.0,-0.33,28.59,-27.75,YAK:NKUHOM:9e782613-0d72:0744411,YAK:THOMAS:9e782613-0d72:0936209,,,,b8025265-b0e8-4bba-9e12-d05e1860d054,b7ed8cac-7973-6581-253a-8e702756428c,82.21,5.43,-2.15,-0.86,3.21,73.63,1.39,1.05,-7.99,3.69,0.47,2.14,2.97,86.46,40.82,160.14,2586.48,6.18,-0.06,1.0,-0.03,-1.93,24.25,23.96,-1.38,0.83,0.78,-11.71,67.21,-4.55,-2.23,-0.23,-0.44,-0.56,0.7,,,0.99,,0.97,7.03,medium,high,53.26,20.84,54.5,"Marushi, Brady",YAK:MA:BR:9e782613-0d72:0325650,YAK:THOMAS:9e782613-0d72:0936209,2022-11,FALSE,,FALSE,,0.9,5,80.42,3,90.83,5,0.01,2,-30.37,4,26.89,5,21.81,4,0.57,5,-31.37,2,19.65,5,25.12,3,1.55,5,20.8,,-10.4,,21.5,,-13.1,,23.5,,25.5,,479.61,,650.74,,857.27,,16.4,,39.6,,45.9,
20,2026-09-15,15:56:16,3,1,"Wichmann, Aaron",YAK:WI:AA:9e782613-0d72:0945527,Left,YAK:THOMAS:9e782613-0d72:0936209,"Bauerle, Pierce",YAK:BA:PI:9e782613-0d72:0971625,Right,YAK:NKUHOM:9e782613-0d72:0744411,Stretch,1,Bottom,1,0,0,Changeup,Fastball,BallCalled,,,,0,0,,77.82,0.64,2.97,1800.5,135.59,10:30,5.61,-2.41,6.0,-32.75,15.42,-11.45,3.48,-0.57,69.46,-5.52,0.82,,,,,,,,,,,,,7.37,8.25,2.18,50.0,5.64,-5.56,-112.98,0.39,8.95,25.18,-22.15,YAK:NKUHOM:9e782613-0d72:0744411,YAK:THOMAS:9e782613-0d72:0936209,,,,b8025265-b0e8-4bba-9e12-d05e1860d054,1b146dd3-6b90-f95b-d743-7d5177231b43,78.07,5.61,-2.42,0.65,3.06,69.66,3.48,-0.57,-5.49,0.91,0.5,-12.32,13.54,38.38,24.48,1411.4,1117.92,78.39,-0.56,0.62,0.55,,,,,,,,,,,,,,,,,0.99,,,,medium,high,67.97,2.94,54.5,"Marushi, Brady",YAK:MA:BR:9e782613-0d72:0325650,YAK:THOMAS:9e782613-0d72:0936209,2022-11,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2026-09-15,15:56:32,3,2,"Wichmann, Aaron",YAK:WI:AA:9e782613-0d72:0945527,Left,YAK:THOMAS:9e782613-0d72:0936209,"Bauerle, Pierce",YAK:BA:PI:9e782613-0d72:0971625,Right,YAK:NKUHOM:9e782613-0d72:0744411,Stretch,1,Bottom,1,1,0,Fastball,Fastball,StrikeCalled,,,,0,0,,86.78,-2.01,1.45,2431.36,152.73,11:00,6.23,-2.0,6.0,-21.17,17.5,-6.62,2.58,-1.2,77.6,-5.98,0.2,,,,,,,,,,,,,4.16,10.35,1.89,50.0,6.07,-2.99,-126.04,-5.05,6.3,31.18,-16.52,YAK:NKUHOM:9e782613-0d72:0744411,YAK:THOMAS:9e782613-0d72:0936209,,,,b8025265-b0e8-4bba-9e12-d05e1860d054,b86b41b8-cf62-7387-0ea1-e25288abf46b,87.04,6.24,-2.01,-2.03,1.51,77.82,2.58,-1.19,-5.98,0.26,0.45,-7.18,16.29,44.45,47.6,1735.69,1702.62,71.39,-0.63,0.7,0.33,,,,,,,,,,,,,,,,,1.0,,,,medium,high,47.16,30.96,54.5,"Marushi, Brady",YAK:MA:BR:9e782613-0d72:0325650,YAK:THOMAS:9e782613-0d72:0936209,2022-11,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2026-09-15,15:56:53,3,3,"Wichmann, Aaron",YAK:WI:AA:9e782613-0d72:0945527,Left,YAK:THOMAS:9e782613-0d72:0936209,"Bauerle, Pierce",YAK:BA:PI:9e782613-0d72:0971625,Right,YAK:NKUHOM:9e782613-0d72:0744411,Stretch,1,Bottom,1,1,1,Curveball,Slider,BallCalled,,,,0,0,,75.06,2.27,0.82,2480.43,308.49,4:15,5.95,-1.3,6.0,-57.08,-5.08,12.15,3.32,0.48,67.16,-8.45,3.12,,,,,,,,,,,,,-6.38,-3.66,1.23,50.0,6.09,-1.87,-108.99,2.86,-7.17,24.48,-36.29,YAK:NKUHOM:9e782613-0d72:0744411,YAK:THOMAS:9e782613-0d72:0936209,,,,b8025265-b0e8-4bba-9e12-d05e1860d054,f236e6cd-e488-2776-8919-fc577a2725b7,75.24,5.93,-1.3,2.43,0.83,67.27,3.33,0.48,-8.28,3.12,0.52,12.09,-8.77,55.81,78.66,1393.92,2051.72,56.2,0.35,0.83,-0.44,,,,,,,,,,,,,,,,,0.98,,,,medium,high,19.21,77.26,54.5,"Marushi, Brady",YAK:MA:BR:9e782613-0d72:0325650,YAK:THOMAS:9e782613-0d72:0936209,2022-11,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2026-09-15,15:57:14,3,4,"Wichmann, Aaron",YAK:WI:AA:9e782613-0d72:0945527,Left,YAK:THOMAS:9e782613-0d72:0936209,"Bauerle, Pierce",YAK:BA:PI:9e782613-0d72:0971625,Right,YAK:NKUHOM:9e782613-0d72:0744411,Stretch,1,Bottom,1,2,1,Curveball,Curveball,StrikeCalled,,,,0,0,,74.27,2.85,-0.27,2598.65,324.72,4:45,5.72,-1.31,6.0,-65.36,-12.19,11.92,2.95,-0.58,66.51,-9.42,1.98,,,,,,,,,,,,,-6.67,-7.8,1.33,50.0,5.91,0.21,-107.8,3.73,-7.33,24.05,-40.74,YAK:NKUHOM:9e782613-0d72:0744411,YAK:THOMAS:9e782613-0d72:0936209,,,,b8025265-b0e8-4bba-9e12-d05e1860d054,f01d2724-d4ec-dbd5-03ce-15dceebe588d,74.41,5.7,-1.31,3.06,-0.27,66.57,2.97,-0.58,-9.21,1.98,0.52,11.9,-16.32,42.2,86.12,1925.02,1745.65,74.08,0.6,0.67,-0.43,,,,,,,,,,,,,,,,,1.0,,,,medium,high,12.5,-66.66,54.5,"Marushi, Brady",YAK:MA:BR:9e782613-0d72:0325650,YAK:THOMAS:9e782613-0d72:0936209,2022-11,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2026-09-15,15:57:35,3,5,"Wichmann, Aaron",YAK:WI:AA:9e782613-0d72:0945527,Left,YAK:THOMAS:9e782613-0d72:0936209,"Bauerle, Pierce",YAK:BA:PI:9e782613-0d72:0971625,Right,YAK:NKUHOM:9e782613-0d72:0744411,Stretch,1,Bottom,1,2,2,Fastball,Fastball,Foul,,,,0,0,,87.47,-1.62,1.59,2365.9,156.93,11:15,6.28,-1.72,6.0,-19.39,18.67,-6.03,3.14,-0.72,78.13,-5.26,0.45,,,,,,,,,,,,,3.89,10.85,1.59,50.0,6.14,-3.35,-127.07,-4.17,5.97,31.73,-15.49,YAK:NKUHOM:9e782613-0d72:0744411,YAK:THOMAS:9e782613-0d72:0936209,,,,b8025265-b0e8-4bba-9e12-d05e1860d054,e39b4ecd-4628-830b-0069-74df16998590,87.74,6.28,-1.72,-1.65,1.64,78.35,3.14,-0.72,-5.27,0.51,0.44,-6.52,17.53,40.78,,1791.51,1545.31,75.72,-0.7,0.65,0.3,,,,,,,,,,,,,,,,,1,,,,medium,high,,,54.5,"Marushi, Brady",YAK:MA:BR:9e782613-0d72:0325650,YAK:THOMAS:9e782613-0d72:0936209,2022-11,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2026-09-15,15:57:59,3,6,"Wichmann, Aaron",YAK:WI:AA:9e782613-0d72:0945527,Left,YAK:THOMAS:9e782613-0d72:0936209,"Bauerle, Pierce",YAK:BA:PI:9e782613-0d72:0971625,Right,YAK:NKUHOM:9e782613-0d72:0744411,Stretch,1,Bottom,1,2,2,Changeup,Fastball,BallCalled,,,,0,0,,77.07,-1.23,4.82,1822.45,133.56,10:30,5.12,-2.8,6.0,-31.79,17.41,-14.26,1.31,0.55,69.1,-7.18,2.15,,,,,,,,,,,,,9.54,10.0,2.43,50.0,5.0,-9.04,-111.65,-3.25,11.35,24.03,-20.27,YAK:NKUHOM:9e782613-0d72:0744411,YAK:THOMAS:9e782613-0d72:0936209,,,,b8025265-b0e8-4bba-9e12-d05e1860d054,59041804-ea13-408a-40ed-dea54bc3bef3,77.31,5.12,-2.81,-1.23,4.92,69.29,1.31,0.56,-7.15,2.24,0.5,-15.17,15.69,22.88,45.32,1679.07,708.56,92.13,-0.63,0.39,0.67,,,,,,,,,,,,,,,,,1.0,,,,medium,high,49.21,-6.05,54.5,"Marushi, Brady",YAK:MA:BR:9e782613-0d72:0325650,YAK:THOMAS:9e782613-0d72:0936209,2022-11,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2026-09-15,15:58:37,3,7,"Wichmann, Aaron",YAK:WI:AA:9e782613-0d72:0945527,Left,YAK:THOMAS:9e782613-0d72:0936209,"Bauerle, Pierce",YAK:BA:PI:9e782613-0d72:0971625,Right,YAK:NKUHOM:9e782613-0d72:0744411,Stretch,1,Bottom,1,3,2,Changeup,,BallCalled,,,Walk,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YAK:NKUHOM:9e782613-0d72:0744411,YAK:THOMAS:9e782613-0d72:0936209,,,,b8025265-b0e8-4bba-9e12-d05e1860d054,286ab190-d361-4189-85d1-14d855d54ab3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marushi, Brady",YAK:MA:BR:9e782613-0d72:0325650,YAK:THOMAS:9e782613-0d72:0936209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
